N,Посада,Мова програмування,Спеціалізація,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Університет,Ще студент,Рівень англійської,Предметна область,Дата заповнення,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg
7134,Support,,,3,0.5,176,35,Вінниця,до 1000 осіб,Аутсорсингова,чоловіча,28,Неповна Вища,ВНТУ,False,Pre-intermediate (нище середнього),Фінанси та банкінг,27/06/2017 11:40:32,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.5,176,,,817.3391304347826
7135,DevOps,,,10 і більше років,1.5,4000,200,Чернігів,до 10 осіб,Інша,чоловіча,31,Вища,Інший ВНЗ,False,Advanced (просунутий),Інше,27/06/2017 11:42:32,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",10.0,1.5,4000,,ADM,2162.6882352941175
7136,HR,,,0.5,3,550,100,Дніпро,більше 1000 осіб,Аутсорсингова,жіноча,32,Кандидат,ДонНУ,False,Advanced (просунутий),,27/06/2017 11:43:25,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",0.5,3.0,550,,,850.2834008097166
7137,Senior Software Engineer,C++,,10 і більше років,0.5,2700,300,Віддалено,до 50 осіб,Стартап,чоловіча,35,Кандидат,ВНТУ,False,Intermediate (середній),Embedded,27/06/2017 11:50:56,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,0.5,2700,,DEV,3243.2009259259257
7138,HR,,,1,0.5,700,200,Львів,до 50 осіб,Аутсорсингова,жіноча,25,Дві вищих,ЛНУ ім. Франко,False,Advanced (просунутий),Веб-розробка,27/06/2017 11:56:28,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.5,700,,,850.2834008097166
7139,Sysadmin,,,5,2,765,0,Київ,до 10 осіб,Продуктова,чоловіча,37,Вища,Інший ВНЗ,False,Elementary (початковий),"Фінанси та банкінг,eCommerce",27/06/2017 11:58:00,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0,5.0,2.0,765,,,773.5426356589147
7140,Junior QA engineer,,Manual QA,менше 3 місяців,менше 3 місяців,135,0,Харків,до 10 осіб,Аутсорсингова,жіноча,28,Неповна Вища,ХНУ ім. Каразіна,False,Intermediate (середній),"Android, Веб-розробка",27/06/2017 12:00:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.0,0.0,135,,QA,482.7747524752475
7141,Junior Software Engineer,Python,,менше 3 місяців,менше 3 місяців,100,0,Харків,до 50 осіб,Аутсорсингова,жіноча,20,Вища,НТУ «ХПІ»,True,Pre-intermediate (нище середнього),"Веб-розробка,eCommerce",27/06/2017 12:07:48,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.0,0.0,100,,DEV,605.65859375
7142,Senior QA engineer,,Manual QA,5,5,1778,163,Львів,більше 1000 осіб,Аутсорсингова,чоловіча,29,Вища,Львівська Політехніка,False,Advanced (просунутий),"iOS,Desktop Applications",27/06/2017 12:10:29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",5.0,5.0,1778,,QA,2385.536121673004
7143,Software Engineer,JavaScript,,3,0.5,2000,200,Київ,до 200 осіб,Продуктова,чоловіча,22,Неповна Вища,Інший ВНЗ,False,Intermediate (середній),Веб-розробка,27/06/2017 12:16:43,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.5,2000,,DEV,1678.630073800738
7144,Junior Software Engineer,C#/.NET,,0.5,0.5,600,4000,Дніпро,до 10 осіб,Аутсорсингова,жіноча,23,Вища,ДНУ ім. Гончара,False,Intermediate (середній),"Android,iOS",27/06/2017 12:18:47,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,600,,DEV,605.65859375
7145,Technical Lead,Other,,2,1.5,2300,1000,Київ,до 50 осіб,Аутстафінгова,чоловіча,23,Вища,НТУУ «КПІ»,True,Upper-Intermediate (вище середнього),Корпоративні системи,27/06/2017 12:24:42,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",2.0,1.5,2300,,SDEV,3664.272
7146,QA Tech Lead,,Manual QA,8,2,2565,471,Київ,більше 1000 осіб,Аутсорсингова,жіноча,26,Вища,Інший ВНЗ,False,Advanced (просунутий),"Веб-розробка,Фінанси та банкінг",27/06/2017 12:30:15,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",8.0,2.0,2565,,QA,2684.4303797468356
7147,Junior Software Engineer,PHP,,1.5,менше 3 місяців,400,150,Харків,до 50 осіб,Аутсорсингова,жіноча,23,Вища,ХНУ ім. Каразіна,False,Pre-intermediate (нище середнього),"Веб-розробка,eCommerce",27/06/2017 12:38:34,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.0,400,,DEV,605.65859375
7148,Junior Software Engineer,JavaScript,,менше 3 місяців,менше 3 місяців,600,0,Київ,до 200 осіб,Продуктова,жіноча,25,Вища,ДонНУ,False,Upper-Intermediate (вище середнього),Веб-розробка,27/06/2017 12:39:14,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",0.0,0.0,600,,DEV,605.65859375
7149,Senior Software Engineer,PHP,,5,менше 3 місяців,2700,650,Харків,до 10 осіб,Продуктова,чоловіча,32,Вища,НТУ «ХПІ»,False,Upper-Intermediate (вище середнього),"Веб-розробка,Корпоративні системи",27/06/2017 12:42:32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,0.0,2700,,DEV,3243.2009259259257
7150,Junior Software Engineer,Swift,,1,0.5,600,250,Київ,до 10 осіб,Аутсорсингова,чоловіча,25,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),iOS,27/06/2017 12:52:58,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.1 Safari/603.1.30",1.0,0.5,600,,DEV,605.65859375
7151,Software Engineer,PHP,,4,2,1700,100,Київ,до 200 осіб,Продуктова,чоловіча,26,Вища,СумГУ,False,Intermediate (середній),Веб-розробка,27/06/2017 12:53:34,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",4.0,2.0,1700,,DEV,1678.630073800738
7152,Senior Software Engineer,C#/.NET,,10 і більше років,0.5,2500,0,Одеса,до 10 осіб,Аутсорсингова,чоловіча,44,Вища,Інший ВНЗ,False,Intermediate (середній),Веб-розробка,27/06/2017 13:15:22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,0.5,2500,,DEV,3243.2009259259257
7153,Designer,,,0.5,0.25,300,150,Харків,до 10 осіб,Аутсорсингова,жіноча,23,Вища,ХНУ ім. Каразіна,True,Pre-intermediate (нище середнього),"Веб-розробка,Gamedev",27/06/2017 13:27:35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.25,300,,,1134.1614349775784
7154,Designer,,,6,3,1700,200,Харків,до 50 осіб,Продуктова,жіноча,28,Вища,Інший ВНЗ,False,Intermediate (середній),,27/06/2017 13:28:10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,3.0,1700,,,1134.1614349775784
7155,Junior QA engineer,,Manual QA,1,1,400,100,Харків,до 1000 осіб,Продуктова,чоловіча,21,Неповна Вища,ХНУРЕ,True,Intermediate (середній),"Android,iOS",27/06/2017 13:30:44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",1.0,1.0,400,,QA,482.7747524752475
7156,Project manager,,,1,менше 3 місяців,400,0,Київ,до 200 осіб,Продуктова,чоловіча,21,Вища,НТУУ «КПІ»,True,Advanced (просунутий),"Android,Desktop Applications",27/06/2017 13:30:59,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0,1.0,0.0,400,,PM,1512.8463611859838
7157,Project manager,,,3,1,600,50,Харків,до 50 осіб,Аутсорсингова,жіноча,28,Вища,ХНУРЕ,False,Upper-Intermediate (вище середнього),"iOS,Веб-розробка",27/06/2017 13:34:11,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",3.0,1.0,600,,PM,1512.8463611859838
7158,Junior QA engineer,,Manual QA,1.5,менше 3 місяців,350,150,Харків,до 1000 осіб,Аутсорсингова,чоловіча,34,Вища,НТУ «ХПІ»,False,Pre-intermediate (нище середнього),"Android,iOS",27/06/2017 13:47:07,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.5,0.0,350,,QA,482.7747524752475
7159,Software Engineer,PHP,,3,3,1500,300,Львів,до 50 осіб,Аутсорсингова,чоловіча,26,Вища,Інший ВНЗ,False,Intermediate (середній),Веб-розробка,27/06/2017 13:47:23,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.100 Safari/537.36",3.0,3.0,1500,,DEV,1678.630073800738
7160,Junior Software Engineer,Python,,1.5,менше 3 місяців,800,500,Київ,до 10 осіб,Стартап,чоловіча,22,Неповна Вища,НТУУ «КПІ»,False,Pre-intermediate (нище середнього),"Веб-розробка,eCommerce",27/06/2017 13:51:34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.0,800,,DEV,605.65859375
7161,Software Engineer,Java,,2,2,1600,650,Львів,до 50 осіб,Аутстафінгова,чоловіча,22,Технікум / Коледж,,False,Upper-Intermediate (вище середнього),Веб-розробка,27/06/2017 13:53:59,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,2.0,1600,,DEV,1678.630073800738
7162,Team lead,,,1,3,1400,250,Київ,до 200 осіб,Аутсорсингова,чоловіча,24,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),Веб-розробка,27/06/2017 14:14:57,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",1.0,3.0,1400,,PM,2836.3289473684213
7163,Software Engineer,Java,,3,3,2600,750,Дніпро,більше 1000 осіб,Аутсорсингова,чоловіча,27,Вища,НметАУ,False,Intermediate (середній),"Веб-розробка,Корпоративні системи",27/06/2017 14:25:01,"Mozilla/5.0 (Linux; Android 4.2.2; Nexus 7 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Safari/537.36 OPR/30.0.1856.93524",3.0,3.0,2600,,DEV,1678.630073800738
7164,Project manager,,,5,2,7300,500,Київ,до 50 осіб,Продуктова,жіноча,34,Вища,Львівська Політехніка,False,Upper-Intermediate (вище середнього),"Android,iOS",27/06/2017 14:35:00,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0,5.0,2.0,7300,,PM,1512.8463611859838
7165,Project manager,,,1.5,1.5,1700,260,Львів,до 10 осіб,Аутсорсингова,жіноча,30,Вища,Львівська Політехніка,False,Advanced (просунутий),"Веб-розробка,Корпоративні системи",27/06/2017 14:38:50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1700,,PM,1512.8463611859838
7166,Software Engineer,JavaScript,,3,0.25,2500,1000,Київ,до 1000 осіб,Аутсорсингова,чоловіча,24,Вища,НТУУ «КПІ»,False,Upper-Intermediate (вище середнього),Веб-розробка,27/06/2017 14:39:08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.25,2500,,DEV,1678.630073800738
7167,Designer,,,0.5,0.5,200,0,Київ,до 10 осіб,Інша,чоловіча,47,Вища,ДонНТУ,False,Intermediate (середній),"iOS,Веб-розробка",27/06/2017 14:44:44,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",0.5,0.5,200,,,1134.1614349775784
7168,Senior QA engineer,,Manual QA,6,3,1950,300,Харків,до 200 осіб,Продуктова,жіноча,37,Вища,НТУ «ХПІ»,False,Intermediate (середній),Веб-розробка,27/06/2017 14:44:57,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0,6.0,3.0,1950,,QA,2385.536121673004
7169,Software Engineer,PHP,,10 і більше років,3,1762,236,Дніпро,до 1000 осіб,Інша,чоловіча,31,Неповна Вища,НАУ,False,Intermediate (середній),"Веб-розробка,Корпоративні системи",27/06/2017 14:45:11,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",10.0,3.0,1762,,DEV,1678.630073800738
7170,Software Engineer,PHP,,2,1,1000,1150,Дніпро,до 1000 осіб,Інша,чоловіча,25,Середня,,False,Intermediate (середній),Веб-розробка,27/06/2017 14:49:44,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",2.0,1.0,1000,,DEV,1678.630073800738
7171,Software Engineer,JavaScript,,4,3,1400,300,Херсон,до 200 осіб,Аутсорсингова,чоловіча,35,Середня,,False,Upper-Intermediate (вище середнього),Веб-розробка,27/06/2017 14:56:30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,3.0,1400,,DEV,1678.630073800738
7172,Software Engineer,Objective-C,,2,2,1600,400,Київ,до 50 осіб,Аутсорсингова,чоловіча,23,Вища,НТУУ «КПІ»,False,Intermediate (середній),iOS,27/06/2017 15:01:43,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",2.0,2.0,1600,,DEV,1678.630073800738
7173,Senior QA engineer,,General QA,8,5,3000,200,Київ,до 200 осіб,Продуктова,жіноча,33,Вища,КНУ ім. Шевченко,False,Upper-Intermediate (вище середнього),eCommerce,27/06/2017 15:06:53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",8.0,5.0,3000,,QA,2385.536121673004
7174,Support,,,1,0.5,450,0,Київ,до 50 осіб,Аутсорсингова,чоловіча,22,Неповна Вища,НУПТ,False,Upper-Intermediate (вище середнього),Інше,27/06/2017 15:22:19,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.5,450,,,817.3391304347826
7175,Senior Software Engineer,PHP,,10 і більше років,5,3400,400,Київ,до 50 осіб,Продуктова,чоловіча,28,Вища,КНУ ім. Шевченко,False,Upper-Intermediate (вище середнього),Веб-розробка,27/06/2017 15:26:41,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",10.0,5.0,3400,,DEV,3243.2009259259257
7176,Junior Software Engineer,Ruby/Rails,,1,менше 3 місяців,730,350,Київ,до 50 осіб,Продуктова,чоловіча,22,Вища,НТУУ «КПІ»,True,Upper-Intermediate (вище середнього),Веб-розробка,27/06/2017 15:30:59,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",1.0,0.0,730,,DEV,605.65859375
7177,Project manager,,,менше 3 місяців,менше 3 місяців,2500,0,Київ,до 200 осіб,Продуктова,чоловіча,31,Вища,НАУ,False,Intermediate (середній),"Android,iOS",27/06/2017 15:42:27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.0,0.0,2500,,PM,1512.8463611859838
7178,Software Engineer,C++,,4,4,1000,500,Рівне,до 10 осіб,Стартап,чоловіча,22,Вища,Інший ВНЗ,False,Intermediate (середній),Gamedev,27/06/2017 15:44:13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,4.0,1000,,DEV,1678.630073800738
7179,QA engineer,,General QA,7,2,2500,100,Київ,більше 1000 осіб,Аутстафінгова,чоловіча,29,Вища,НУПТ,False,Intermediate (середній),Веб-розробка,27/06/2017 15:45:05,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",7.0,2.0,2500,,QA,1176.7046070460704
